WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,X,Y
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,0,20
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,0
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,1
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,2
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,3
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,4
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,5
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,6
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,7
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,8
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,9
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,10
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,11
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,12
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,13
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,14
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,15
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,16
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,17
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,18
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,1,19
